Time	Open	High	Low	Close	Volume
2024-01-26 10:00:00	1.08292	1.08303	1.08128	1.08194	19951	3
2024-01-26 11:00:00	1.08193	1.08421	1.08173	1.08402	20878	3
2024-01-26 12:00:00	1.08403	1.08505	1.08341	1.08441	21918	3
2024-01-26 13:00:00	1.08443	1.08662	1.08442	1.08647	12243	2
2024-01-26 14:00:00	1.08648	1.08761	1.08642	1.08745	17737	3
2024-01-26 15:00:00	1.08745	1.08757	1.08656	1.08673	13206	2
2024-01-26 16:00:00	1.08674	1.08854	1.08563	1.08719	36270	2
2024-01-26 17:00:00	1.08718	1.08802	1.08609	1.08739	28876	3
2024-01-26 18:00:00	1.08739	1.08739	1.0855	1.08641	24608	3
2024-01-26 19:00:00	1.0864	1.08694	1.08589	1.08649	12964	2
2024-01-26 20:00:00	1.08649	1.08704	1.08591	1.08636	10375	2
2024-01-26 21:00:00	1.08636	1.08658	1.08537	1.08556	8819	3
2024-01-26 22:00:00	1.08556	1.08616	1.08552	1.08581	7393	2
2024-01-26 23:00:00	1.08582	1.08622	1.08532	1.08545	4388	2
2024-01-29 01:00:00	1.08468	1.08484	1.08414	1.08451	5519	31
2024-01-29 02:00:00	1.08451	1.0849	1.08418	1.08422	5996	11
2024-01-29 03:00:00	1.08423	1.0845	1.08413	1.08448	5359	3
2024-01-29 04:00:00	1.08448	1.08489	1.08433	1.08439	7254	2
2024-01-29 05:00:00	1.08439	1.08451	1.08393	1.08435	4616	3
2024-01-29 06:00:00	1.08435	1.08466	1.08424	1.08451	3531	3
2024-01-29 07:00:00	1.08452	1.08476	1.08437	1.08448	2864	2
2024-01-29 08:00:00	1.08446	1.08449	1.08395	1.08399	3943	2
2024-01-29 09:00:00	1.084	1.08472	1.08392	1.08465	5589	3
2024-01-29 10:00:00	1.08464	1.085	1.08349	1.08371	12178	2
2024-01-29 11:00:00	1.0837	1.08418	1.08331	1.08346	13255	3
2024-01-29 12:00:00	1.08345	1.08356	1.08231	1.08251	14878	2
2024-01-29 13:00:00	1.08248	1.08253	1.08139	1.08189	11274	3
2024-01-29 14:00:00	1.0819	1.0827	1.08163	1.08228	9293	3
2024-01-29 15:00:00	1.08228	1.08368	1.08203	1.08219	12913	3
2024-01-29 16:00:00	1.0822	1.08243	1.08138	1.08203	15104	2
2024-01-29 17:00:00	1.08201	1.08226	1.08042	1.0807	16873	3
2024-01-29 18:00:00	1.08068	1.08106	1.07962	1.07972	18118	3
2024-01-29 19:00:00	1.07974	1.08087	1.07958	1.08059	12034	2
2024-01-29 20:00:00	1.08058	1.0816	1.08055	1.08116	8774	2
2024-01-29 21:00:00	1.08117	1.08131	1.08092	1.08114	8220	2
2024-01-29 22:00:00	1.08114	1.08199	1.08099	1.08189	5473	2
2024-01-29 23:00:00	1.08189	1.08404	1.08189	1.08311	18332	3
2024-01-30 00:00:00	1.08311	1.08348	1.08267	1.08323	3899	3
2024-01-30 01:00:00	1.08307	1.08336	1.08299	1.08325	4042	49
2024-01-30 02:00:00	1.08325	1.08368	1.08325	1.08336	3411	11
2024-01-30 03:00:00	1.08336	1.08422	1.08336	1.08408	7783	2
2024-01-30 04:00:00	1.08407	1.08407	1.08324	1.08349	8991	2
2024-01-30 05:00:00	1.08348	1.0836	1.08299	1.0834	7210	3
2024-01-30 06:00:00	1.08339	1.08344	1.08302	1.08305	3576	2
2024-01-30 07:00:00	1.08307	1.08335	1.08241	1.08253	5613	3
2024-01-30 08:00:00	1.08251	1.0829	1.08218	1.08224	6572	2
2024-01-30 09:00:00	1.08225	1.08259	1.08139	1.0815	11699	2
2024-01-30 10:00:00	1.08149	1.08242	1.08119	1.08227	11678	3
2024-01-30 11:00:00	1.08228	1.08321	1.08162	1.08219	24801	3
2024-01-30 12:00:00	1.08219	1.08293	1.08177	1.08269	12087	4
2024-01-30 13:00:00	1.08268	1.08404	1.0823	1.08382	13242	3
2024-01-30 14:00:00	1.08385	1.08481	1.08371	1.08419	9587	2
2024-01-30 15:00:00	1.08418	1.08499	1.08366	1.08476	11143	2
2024-01-30 16:00:00	1.08476	1.08485	1.0834	1.08345	26620	2
2024-01-30 17:00:00	1.08345	1.08573	1.08296	1.08501	25178	3
2024-01-30 18:00:00	1.085	1.08562	1.08281	1.08369	40760	6
2024-01-30 19:00:00	1.08368	1.08441	1.08343	1.0843	17811	2
2024-01-30 20:00:00	1.0843	1.08471	1.08367	1.08388	11267	2
2024-01-30 21:00:00	1.08388	1.08388	1.08315	1.08358	8581	3
2024-01-30 22:00:00	1.08357	1.08471	1.08356	1.08459	5724	3
2024-01-30 23:00:00	1.0846	1.08485	1.08408	1.08446	6858	3
2024-01-31 00:00:00	1.08447	1.0847	1.08425	1.08447	3872	2
2024-01-31 01:00:00	1.08446	1.0845	1.08399	1.08431	6595	20
2024-01-31 02:00:00	1.08432	1.08448	1.08426	1.08428	2009	7
2024-01-31 03:00:00	1.08429	1.08481	1.08411	1.08428	6661	3
2024-01-31 04:00:00	1.08426	1.08436	1.08313	1.08313	10919	2
2024-01-31 05:00:00	1.08313	1.08313	1.08162	1.0818	13810	2
2024-01-31 06:00:00	1.0818	1.08187	1.08159	1.08186	4410	3
2024-01-31 07:00:00	1.08185	1.08222	1.08181	1.08205	4140	3
2024-01-31 08:00:00	1.08203	1.08219	1.08175	1.08204	4554	2
2024-01-31 09:00:00	1.08204	1.0822	1.0815	1.08155	4337	3
2024-01-31 10:00:00	1.08155	1.08214	1.0806	1.0816	14938	3
2024-01-31 11:00:00	1.08159	1.0826	1.08092	1.08189	18368	3
2024-01-31 12:00:00	1.0819	1.08367	1.08162	1.08221	27972	3
2024-01-31 13:00:00	1.08222	1.08315	1.08213	1.08253	11879	3
2024-01-31 14:00:00	1.08256	1.08404	1.08254	1.08389	8611	3
2024-01-31 15:00:00	1.0839	1.08429	1.08335	1.08366	12665	3
2024-01-31 16:00:00	1.08366	1.08628	1.08344	1.08575	39492	3
2024-01-31 17:00:00	1.08575	1.08865	1.08522	1.08799	37240	2
2024-01-31 18:00:00	1.088	1.08874	1.0854	1.08613	38530	2
2024-01-31 19:00:00	1.08611	1.08678	1.08448	1.08544	26991	2
2024-01-31 20:00:00	1.08543	1.08544	1.08418	1.08495	15831	2
2024-01-31 21:00:00	1.08493	1.08524	1.08437	1.08458	13681	2
2024-01-31 22:00:00	1.08454	1.08642	1.08157	1.08403	69188	7
2024-01-31 23:00:00	1.08402	1.08417	1.07949	1.08077	47515	3
2024-02-01 00:00:00	1.08077	1.08194	1.08054	1.0818	6832	3
2024-02-01 01:00:00	1.0818	1.08203	1.08084	1.08137	2452	24
2024-02-01 02:00:00	1.08136	1.08169	1.0803	1.08039	3627	12
2024-02-01 03:00:00	1.08039	1.08144	1.08016	1.08081	10589	3
2024-02-01 04:00:00	1.08082	1.08124	1.08045	1.08089	11033	3
2024-02-01 05:00:00	1.08088	1.08217	1.08084	1.08192	8308	3
2024-02-01 06:00:00	1.08191	1.08207	1.08109	1.08116	5522	2
2024-02-01 07:00:00	1.08117	1.08135	1.08052	1.08076	5292	2
2024-02-01 08:00:00	1.08076	1.08076	1.08026	1.08027	7565	3
2024-02-01 09:00:00	1.08026	1.0805	1.07938	1.0796	8475	2
2024-02-01 10:00:00	1.07958	1.07972	1.07838	1.07932	16575	2
2024-02-01 11:00:00	1.07932	1.07939	1.07799	1.07916	25450	3
2024-02-01 12:00:00	1.07916	1.08016	1.07866	1.07983	19384	3
2024-02-01 13:00:00	1.07989	1.08027	1.07914	1.07931	15611	4
2024-02-01 14:00:00	1.07931	1.08132	1.07926	1.08083	13618	3
